"","area_fips","own_code","industry_code","year","qtr","qtrly_estabs","total_qtrly_wages","avg_wkly_wage","lq_disclosure_code","month","emp","month1","ym","state"
"38",9001,"5",448,"2000",1,528,1.33205122766418e-316,375,"",2,5441,2,Feb 2000,9
"39",9001,"5",448,"2000",1,528,1.33205122766418e-316,375,"",3,5353,3,Mar 2000,9
"40",9001,"5",448,"2000",2,530,1.36299940090655e-316,393,"",1,5286,4,Apr 2000,9
"41",9001,"5",448,"2000",2,530,1.36299940090655e-316,393,"",2,5335,5,May 2000,9
"42",9001,"5",448,"2000",2,530,1.36299940090655e-316,393,"",3,5579,6,Jun 2000,9
"43",9001,"5",448,"2000",3,523,1.73800268649131e-316,491,"",1,5447,7,Jul 2000,9
"44",9001,"5",448,"2000",3,523,1.73800268649131e-316,491,"",2,5536,8,Aug 2000,9
"45",9001,"5",448,"2000",3,523,1.73800268649131e-316,491,"",3,5551,9,Sep 2000,9
"46",9001,"5",448,"2000",4,521,1.99869775849669e-316,510,"",1,5682,10,Oct 2000,9
"47",9001,"5",448,"2000",4,521,1.99869775849669e-316,510,"",2,6121,11,Nov 2000,9
"48",9001,"5",448,"2000",4,521,1.99869775849669e-316,510,"",3,6519,12,Dec 2000,9
"49",9001,"5",448,"2001",1,527,1.43372494751529e-316,411,"",1,5719,1,Jan 2001,9
"50",9001,"5",448,"2001",1,527,1.43372494751529e-316,411,"",2,5279,2,Feb 2001,9
"51",9001,"5",448,"2001",1,527,1.43372494751529e-316,411,"",3,5301,3,Mar 2001,9
"52",9001,"5",448,"2001",2,512,1.4262864433712e-316,422,"",1,5181,4,Apr 2001,9
"53",9001,"5",448,"2001",2,512,1.4262864433712e-316,422,"",2,5235,5,May 2001,9
"54",9001,"5",448,"2001",2,512,1.4262864433712e-316,422,"",3,5388,6,Jun 2001,9
"55",9001,"5",448,"2001",3,497,1.71894761206907e-316,508,"",1,5272,7,Jul 2001,9
"56",9001,"5",448,"2001",3,497,1.71894761206907e-316,508,"",2,5324,8,Aug 2001,9
"57",9001,"5",448,"2001",3,497,1.71894761206907e-316,508,"",3,5209,9,Sep 2001,9
"58",9001,"5",448,"2001",4,500,1.71222663946243e-316,471,"",1,5321,10,Oct 2001,9
"59",9001,"5",448,"2001",4,500,1.71222663946243e-316,471,"",2,5679,11,Nov 2001,9
"60",9001,"5",448,"2001",4,500,1.71222663946243e-316,471,"",3,5970,12,Dec 2001,9
"61",9001,"5",448,"2002",1,509,1.32358333774698e-316,393,"",1,5505,1,Jan 2002,9
"62",9001,"5",448,"2002",1,509,1.32358333774698e-316,393,"",2,5081,2,Feb 2002,9
"63",9001,"5",448,"2002",1,509,1.32358333774698e-316,393,"",3,5146,3,Mar 2002,9
"64",9001,"5",448,"2002",2,507,1.34032050319176e-316,408,"",1,5047,4,Apr 2002,9
"65",9001,"5",448,"2002",2,507,1.34032050319176e-316,408,"",2,5070,5,May 2002,9
"66",9001,"5",448,"2002",2,507,1.34032050319176e-316,408,"",3,5217,6,Jun 2002,9
"67",9001,"5",448,"2002",3,501,1.31824807105723e-316,395,"",1,5180,7,Jul 2002,9
"68",9001,"5",448,"2002",3,501,1.31824807105723e-316,395,"",2,5216,8,Aug 2002,9
"69",9001,"5",448,"2002",3,501,1.31824807105723e-316,395,"",3,5194,9,Sep 2002,9
"70",9001,"5",448,"2002",4,510,1.56057526454717e-316,433,"",1,5218,10,Oct 2002,9
"71",9001,"5",448,"2002",4,510,1.56057526454717e-316,433,"",2,5583,11,Nov 2002,9
"72",9001,"5",448,"2002",4,510,1.56057526454717e-316,433,"",3,6048,12,Dec 2002,9
"73",9001,"5",448,"2003",1,500,1.3007008849861e-316,403,"",1,5256,1,Jan 2003,9
"74",9001,"5",448,"2003",1,500,1.3007008849861e-316,403,"",2,4891,2,Feb 2003,9
"75",9001,"5",448,"2003",1,500,1.3007008849861e-316,403,"",3,4919,3,Mar 2003,9
"76",9001,"5",448,"2003",2,494,1.34792590271101e-316,415,"",1,4950,4,Apr 2003,9
"77",9001,"5",448,"2003",2,494,1.34792590271101e-316,415,"",2,5039,5,May 2003,9
"78",9001,"5",448,"2003",2,494,1.34792590271101e-316,415,"",3,5166,6,Jun 2003,9
"79",9001,"5",448,"2003",3,503,1.35769827415293e-316,410,"",1,5146,7,Jul 2003,9
"80",9001,"5",448,"2003",3,503,1.35769827415293e-316,410,"",2,5189,8,Aug 2003,9
"81",9001,"5",448,"2003",3,503,1.35769827415293e-316,410,"",3,5139,9,Sep 2003,9
"82",9001,"5",448,"2003",4,506,1.55124359966135e-316,432,"",1,5221,10,Oct 2003,9
"83",9001,"5",448,"2003",4,506,1.55124359966135e-316,432,"",2,5612,11,Nov 2003,9
"84",9001,"5",448,"2003",4,506,1.55124359966135e-316,432,"",3,5936,12,Dec 2003,9
"85",9001,"5",448,"2004",1,509,1.42555132309675e-316,422,"",1,5477,1,Jan 2004,9
"86",9001,"5",448,"2004",1,509,1.42555132309675e-316,422,"",2,5152,2,Feb 2004,9
"87",9001,"5",448,"2004",1,509,1.42555132309675e-316,422,"",3,5162,3,Mar 2004,9
"88",9001,"5",448,"2004",2,502,1.45317665783801e-316,434,"",1,5102,4,Apr 2004,9
"89",9001,"5",448,"2004",2,502,1.45317665783801e-316,434,"",2,5196,5,May 2004,9
"90",9001,"5",448,"2004",2,502,1.45317665783801e-316,434,"",3,5342,6,Jun 2004,9
"91",9001,"5",448,"2004",3,504,1.41055321931877e-316,417,"",1,5266,7,Jul 2004,9
"92",9001,"5",448,"2004",3,504,1.41055321931877e-316,417,"",2,5313,8,Aug 2004,9
"93",9001,"5",448,"2004",3,504,1.41055321931877e-316,417,"",3,5234,9,Sep 2004,9
"94",9001,"5",448,"2004",4,510,1.76823708309513e-316,459,"",1,5486,10,Oct 2004,9
"95",9001,"5",448,"2004",4,510,1.76823708309513e-316,459,"",2,5995,11,Nov 2004,9
"96",9001,"5",448,"2004",4,510,1.76823708309513e-316,459,"",3,6519,12,Dec 2004,9
"97",9001,"5",448,"2005",1,521,1.42470523567825e-316,411,"",1,5622,1,Jan 2005,9
"98",9001,"5",448,"2005",1,521,1.42470523567825e-316,411,"",2,5267,2,Feb 2005,9
"99",9001,"5",448,"2005",1,521,1.42470523567825e-316,411,"",3,5284,3,Mar 2005,9
"100",9001,"5",448,"2005",2,517,1.55382054725692e-316,450,"",1,5274,4,Apr 2005,9
"101",9001,"5",448,"2005",2,517,1.55382054725692e-316,450,"",2,5349,5,May 2005,9
"102",9001,"5",448,"2005",2,517,1.55382054725692e-316,450,"",3,5501,6,Jun 2005,9
"103",9001,"5",448,"2005",3,515,1.64627386580565e-316,469,"",1,5483,7,Jul 2005,9
"104",9001,"5",448,"2005",3,515,1.64627386580565e-316,469,"",2,5540,8,Aug 2005,9
"105",9001,"5",448,"2005",3,515,1.64627386580565e-316,469,"",3,5364,9,Sep 2005,9
"106",9001,"5",448,"2005",4,515,1.774227283205e-316,470,"",1,5489,10,Oct 2005,9
"107",9001,"5",448,"2005",4,515,1.774227283205e-316,470,"",2,5838,11,Nov 2005,9
"108",9001,"5",448,"2005",4,515,1.774227283205e-316,470,"",3,6296,12,Dec 2005,9
"109",9001,"5",448,"2006",1,557,1.73481438206556e-316,420,"",1,6802,1,Jan 2006,9
"110",9001,"5",448,"2006",1,557,1.73481438206556e-316,420,"",2,6235,2,Feb 2006,9
"111",9001,"5",448,"2006",1,557,1.73481438206556e-316,420,"",3,6270,3,Mar 2006,9
"112",9001,"5",448,"2006",2,552,1.78772574952816e-316,440,"",1,6224,4,Apr 2006,9
"113",9001,"5",448,"2006",2,552,1.78772574952816e-316,440,"",2,6213,5,May 2006,9
"114",9001,"5",448,"2006",2,552,1.78772574952816e-316,440,"",3,6524,6,Jun 2006,9
"115",9001,"5",448,"2006",3,559,1.70421017732583e-316,414,"",1,6476,7,Jul 2006,9
"116",9001,"5",448,"2006",3,559,1.70421017732583e-316,414,"",2,6526,8,Aug 2006,9
"117",9001,"5",448,"2006",3,559,1.70421017732583e-316,414,"",3,6246,9,Sep 2006,9
"118",9001,"5",448,"2006",4,559,2.06418492468883e-316,457,"",1,6416,10,Oct 2006,9
"119",9001,"5",448,"2006",4,559,2.06418492468883e-316,457,"",2,7132,11,Nov 2006,9
"120",9001,"5",448,"2006",4,559,2.06418492468883e-316,457,"",3,7567,12,Dec 2006,9
"121",9001,"5",448,"2007",1,574,1.77337788554667e-316,418,"",1,6968,1,Jan 2007,9
"122",9001,"5",448,"2007",1,574,1.77337788554667e-316,418,"",2,6440,2,Feb 2007,9
"123",9001,"5",448,"2007",1,574,1.77337788554667e-316,418,"",3,6427,3,Mar 2007,9
"124",9001,"5",448,"2007",2,570,1.840865276506e-316,434,"",1,6379,4,Apr 2007,9
"125",9001,"5",448,"2007",2,570,1.840865276506e-316,434,"",2,6608,5,May 2007,9
"126",9001,"5",448,"2007",2,570,1.840865276506e-316,434,"",3,6841,6,Jun 2007,9
"127",9001,"5",448,"2007",3,576,1.81075148132633e-316,423,"",1,6688,7,Jul 2007,9
"128",9001,"5",448,"2007",3,576,1.81075148132633e-316,423,"",2,6749,8,Aug 2007,9
"129",9001,"5",448,"2007",3,576,1.81075148132633e-316,423,"",3,6535,9,Sep 2007,9
"130",9001,"5",448,"2007",4,580,2.10439648294477e-316,447,"",1,6732,10,Oct 2007,9
"131",9001,"5",448,"2007",4,580,2.10439648294477e-316,447,"",2,7418,11,Nov 2007,9
"132",9001,"5",448,"2007",4,580,2.10439648294477e-316,447,"",3,7861,12,Dec 2007,9
"133",9001,"5",448,"2008",1,593,1.7907748262549e-316,414,"",1,7158,1,Jan 2008,9
"134",9001,"5",448,"2008",1,593,1.7907748262549e-316,414,"",2,6531,2,Feb 2008,9
"135",9001,"5",448,"2008",1,593,1.7907748262549e-316,414,"",3,6496,3,Mar 2008,9
"136",9001,"5",448,"2008",2,587,1.79692124992199e-316,426,"",1,6392,4,Apr 2008,9
"137",9001,"5",448,"2008",2,587,1.79692124992199e-316,426,"",2,6602,5,May 2008,9
"138",9001,"5",448,"2008",2,587,1.79692124992199e-316,426,"",3,6730,6,Jun 2008,9
"139",9001,"5",448,"2008",3,581,1.8014365652659e-316,433,"",1,6607,7,Jul 2008,9
"140",9001,"5",448,"2008",3,581,1.8014365652659e-316,433,"",2,6596,8,Aug 2008,9
"141",9001,"5",448,"2008",3,581,1.8014365652659e-316,433,"",3,6243,9,Sep 2008,9
"142",9001,"5",448,"2008",4,570,1.90604518327299e-316,442,"",1,6392,10,Oct 2008,9
"143",9001,"5",448,"2008",4,570,1.90604518327299e-316,442,"",2,6697,11,Nov 2008,9
"144",9001,"5",448,"2008",4,570,1.90604518327299e-316,442,"",3,7072,12,Dec 2008,9
"145",9001,"5",448,"2009",1,576,1.63370137731592e-316,423,"",1,6234,1,Jan 2009,9
"146",9001,"5",448,"2009",1,576,1.63370137731592e-316,423,"",2,5930,2,Feb 2009,9
"147",9001,"5",448,"2009",1,576,1.63370137731592e-316,423,"",3,5876,3,Mar 2009,9
"148",9001,"5",448,"2009",2,568,1.57888513975579e-316,419,"",1,5662,4,Apr 2009,9
"149",9001,"5",448,"2009",2,568,1.57888513975579e-316,419,"",2,5836,5,May 2009,9
"150",9001,"5",448,"2009",2,568,1.57888513975579e-316,419,"",3,6104,6,Jun 2009,9
"151",9001,"5",448,"2009",3,566,1.5982382345756e-316,420,"",1,5944,7,Jul 2009,9
"152",9001,"5",448,"2009",3,566,1.5982382345756e-316,420,"",2,5989,8,Aug 2009,9
"153",9001,"5",448,"2009",3,566,1.5982382345756e-316,420,"",3,5848,9,Sep 2009,9
"154",9001,"5",448,"2009",4,563,1.90933155972944e-316,454,"",1,6193,10,Oct 2009,9
"155",9001,"5",448,"2009",4,563,1.90933155972944e-316,454,"",2,6536,11,Nov 2009,9
"156",9001,"5",448,"2009",4,563,1.90933155972944e-316,454,"",3,6933,12,Dec 2009,9
"157",9001,"5",448,"2010",1,559,1.72421879844455e-316,445,"",1,6332,1,Jan 2010,9
"158",9001,"5",448,"2010",1,559,1.72421879844455e-316,445,"",2,5897,2,Feb 2010,9
"159",9001,"5",448,"2010",1,559,1.72421879844455e-316,445,"",3,5873,3,Mar 2010,9
"160",9001,"5",448,"2010",2,551,1.6506370583372e-316,419,"",1,5945,4,Apr 2010,9
"161",9001,"5",448,"2010",2,551,1.6506370583372e-316,419,"",2,6118,5,May 2010,9
"162",9001,"5",448,"2010",2,551,1.6506370583372e-316,419,"",3,6326,6,Jun 2010,9
"163",9001,"5",448,"2010",3,551,1.72197475228114e-316,439,"",1,6222,7,Jul 2010,9
"164",9001,"5",448,"2010",3,551,1.72197475228114e-316,439,"",2,6204,8,Aug 2010,9
"165",9001,"5",448,"2010",3,551,1.72197475228114e-316,439,"",3,5905,9,Sep 2010,9
"166",9001,"5",448,"2010",4,553,2.03157016920991e-316,469,"",1,6249,10,Oct 2010,9
"167",9001,"5",448,"2010",4,553,2.03157016920991e-316,469,"",2,6767,11,Nov 2010,9
"168",9001,"5",448,"2010",4,553,2.03157016920991e-316,469,"",3,7230,12,Dec 2010,9
"169",9001,"5",448,"2011",1,538,1.65964881571734e-316,460,"",1,5769,1,Jan 2011,9
"170",9001,"5",448,"2011",1,538,1.65964881571734e-316,460,"",2,5564,2,Feb 2011,9
"171",9001,"5",448,"2011",1,538,1.65964881571734e-316,460,"",3,5503,3,Mar 2011,9
"172",9001,"5",448,"2011",2,538,1.64971656463243e-316,456,"",1,5535,4,Apr 2011,9
"173",9001,"5",448,"2011",2,538,1.64971656463243e-316,456,"",2,5567,5,May 2011,9
"174",9001,"5",448,"2011",2,538,1.64971656463243e-316,456,"",3,5793,6,Jun 2011,9
"175",9001,"5",448,"2011",3,541,1.67883610210641e-316,460,"",1,5748,7,Jul 2011,9
"176",9001,"5",448,"2011",3,541,1.67883610210641e-316,460,"",2,5831,8,Aug 2011,9
"177",9001,"5",448,"2011",3,541,1.67883610210641e-316,460,"",3,5474,9,Sep 2011,9
"178",9001,"5",448,"2011",4,549,1.86780707142624e-316,469,"",1,5678,10,Oct 2011,9
"179",9001,"5",448,"2011",4,549,1.86780707142624e-316,469,"",2,6168,11,Nov 2011,9
"180",9001,"5",448,"2011",4,549,1.86780707142624e-316,469,"",3,6740,12,Dec 2011,9
"181",9001,"5",448,"2012",1,552,1.78517992806827e-316,490,"",1,5952,1,Jan 2012,9
"182",9001,"5",448,"2012",1,552,1.78517992806827e-316,490,"",2,5469,2,Feb 2012,9
"183",9001,"5",448,"2012",1,552,1.78517992806827e-316,490,"",3,5613,3,Mar 2012,9
"184",9001,"5",448,"2012",2,545,1.7005068094643e-316,467,"",1,5500,4,Apr 2012,9
"185",9001,"5",448,"2012",2,545,1.7005068094643e-316,467,"",2,5683,5,May 2012,9
"186",9001,"5",448,"2012",2,545,1.7005068094643e-316,467,"",3,5842,6,Jun 2012,9
"187",9001,"5",448,"2012",3,553,1.7086330529874e-316,461,"",1,5920,7,Jul 2012,9
"188",9001,"5",448,"2012",3,553,1.7086330529874e-316,461,"",2,5831,8,Aug 2012,9
"189",9001,"5",448,"2012",3,553,1.7086330529874e-316,461,"",3,5564,9,Sep 2012,9
"190",9001,"5",448,"2012",4,549,2.02039475014693e-316,498,"",1,5797,10,Oct 2012,9
"191",9001,"5",448,"2012",4,549,2.02039475014693e-316,498,"",2,6450,11,Nov 2012,9
"192",9001,"5",448,"2012",4,549,2.02039475014693e-316,498,"",3,6713,12,Dec 2012,9
"193",9003,"5",448,"1997",1,440,8.30119365049239e-317,270,"",1,4938,1,Jan 1997,9
"194",9003,"5",448,"1997",1,440,8.30119365049239e-317,270,"",2,4741,2,Feb 1997,9
"195",9003,"5",448,"1997",1,440,8.30119365049239e-317,270,"",3,4694,3,Mar 1997,9
"196",9003,"5",448,"1997",2,428,8.29382120292515e-317,281,"",1,4570,4,Apr 1997,9
"197",9003,"5",448,"1997",2,428,8.29382120292515e-317,281,"",2,4563,5,May 1997,9
"198",9003,"5",448,"1997",2,428,8.29382120292515e-317,281,"",3,4641,6,Jun 1997,9
"199",9003,"5",448,"1997",3,432,9.36798908617444e-317,291,"",1,4723,7,Jul 1997,9
"200",9003,"5",448,"1997",3,432,9.36798908617444e-317,291,"",2,5005,8,Aug 1997,9
"201",9003,"5",448,"1997",3,432,9.36798908617444e-317,291,"",3,5289,9,Sep 1997,9
"202",9003,"5",448,"1997",4,432,1.08379327016157e-316,295,"",1,5320,10,Oct 1997,9
"203",9003,"5",448,"1997",4,432,1.08379327016157e-316,295,"",2,5721,11,Nov 1997,9
"204",9003,"5",448,"1997",4,432,1.08379327016157e-316,295,"",3,6148,12,Dec 1997,9
"205",9003,"5",448,"1998",1,436,9.57668093278084e-317,289,"",1,5400,1,Jan 1998,9
"206",9003,"5",448,"1998",1,436,9.57668093278084e-317,289,"",2,5055,2,Feb 1998,9
"207",9003,"5",448,"1998",1,436,9.57668093278084e-317,289,"",3,5029,3,Mar 1998,9
"208",9003,"5",448,"1998",2,418,9.6874326642152e-317,307,"",1,4800,4,Apr 1998,9
"209",9003,"5",448,"1998",2,418,9.6874326642152e-317,307,"",2,4922,5,May 1998,9
"210",9003,"5",448,"1998",2,418,9.6874326642152e-317,307,"",3,5033,6,Jun 1998,9
"211",9003,"5",448,"1998",3,423,9.92830300633525e-317,305,"",1,5013,7,Jul 1998,9
"212",9003,"5",448,"1998",3,423,9.92830300633525e-317,305,"",2,5171,8,Aug 1998,9
"213",9003,"5",448,"1998",3,423,9.92830300633525e-317,305,"",3,5014,9,Sep 1998,9
"214",9003,"5",448,"1998",4,421,1.11760371390999e-316,319,"",1,5049,10,Oct 1998,9
"215",9003,"5",448,"1998",4,421,1.11760371390999e-316,319,"",2,5447,11,Nov 1998,9
"216",9003,"5",448,"1998",4,421,1.11760371390999e-316,319,"",3,5887,12,Dec 1998,9
"217",9003,"5",448,"1999",1,418,8.97944894536584e-317,289,"",1,5119,1,Jan 1999,9
"218",9003,"5",448,"1999",1,418,8.97944894536584e-317,289,"",2,4717,2,Feb 1999,9
"219",9003,"5",448,"1999",1,418,8.97944894536584e-317,289,"",3,4682,3,Mar 1999,9
"220",9003,"5",448,"1999",2,415,9.88119928172639e-317,318,"",1,4734,4,Apr 1999,9
"221",9003,"5",448,"1999",2,415,9.88119928172639e-317,318,"",2,4808,5,May 1999,9
"222",9003,"5",448,"1999",2,415,9.88119928172639e-317,318,"",3,4980,6,Jun 1999,9
"223",9003,"5",448,"1999",3,414,9.9558945963929e-317,321,"",1,4823,7,Jul 1999,9
"224",9003,"5",448,"1999",3,414,9.9558945963929e-317,321,"",2,4869,8,Aug 1999,9
"225",9003,"5",448,"1999",3,414,9.9558945963929e-317,321,"",3,4780,9,Sep 1999,9
"226",9003,"5",448,"1999",4,414,1.2352570483511e-316,362,"",1,4890,10,Oct 1999,9
"227",9003,"5",448,"1999",4,414,1.2352570483511e-316,362,"",2,5332,11,Nov 1999,9
"228",9003,"5",448,"1999",4,414,1.2352570483511e-316,362,"",3,5712,12,Dec 1999,9
"229",9003,"5",448,"2000",1,407,9.77437487811082e-317,313,"",1,5056,1,Jan 2000,9
"230",9003,"5",448,"2000",1,407,9.77437487811082e-317,313,"",2,4742,2,Feb 2000,9
"231",9003,"5",448,"2000",1,407,9.77437487811082e-317,313,"",3,4807,3,Mar 2000,9
"232",9003,"5",448,"2000",2,407,1.01520312468072e-316,334,"",1,4743,4,Apr 2000,9
"233",9003,"5",448,"2000",2,407,1.01520312468072e-316,334,"",2,4698,5,May 2000,9
"234",9003,"5",448,"2000",2,407,1.01520312468072e-316,334,"",3,4762,6,Jun 2000,9
"235",9003,"5",448,"2000",3,405,1.02864235253294e-316,330,"",1,4851,7,Jul 2000,9
"236",9003,"5",448,"2000",3,405,1.02864235253294e-316,330,"",2,4916,8,Aug 2000,9
"237",9003,"5",448,"2000",3,405,1.02864235253294e-316,330,"",3,4807,9,Sep 2000,9
"238",9003,"5",448,"2000",4,408,1.16365656089014e-316,346,"",1,4824,10,Oct 2000,9
"239",9003,"5",448,"2000",4,408,1.16365656089014e-316,346,"",2,5264,11,Nov 2000,9
"240",9003,"5",448,"2000",4,408,1.16365656089014e-316,346,"",3,5633,12,Dec 2000,9
"241",9003,"5",448,"2001",1,412,1.05918741761486e-316,330,"",1,5160,1,Jan 2001,9
"242",9003,"5",448,"2001",1,412,1.05918741761486e-316,330,"",2,4855,2,Feb 2001,9
"243",9003,"5",448,"2001",1,412,1.05918741761486e-316,330,"",3,4963,3,Mar 2001,9
"244",9003,"5",448,"2001",2,395,1.04022705557693e-316,334,"",1,4778,4,Apr 2001,9
"245",9003,"5",448,"2001",2,395,1.04022705557693e-316,334,"",2,4801,5,May 2001,9
"246",9003,"5",448,"2001",2,395,1.04022705557693e-316,334,"",3,4954,6,Jun 2001,9
"247",9003,"5",448,"2001",3,386,1.05073588127054e-316,336,"",1,4937,7,Jul 2001,9
"248",9003,"5",448,"2001",3,386,1.05073588127054e-316,336,"",2,4914,8,Aug 2001,9
"249",9003,"5",448,"2001",3,386,1.05073588127054e-316,336,"",3,4759,9,Sep 2001,9
"250",9003,"5",448,"2001",4,381,1.14824447950751e-316,353,"",1,4799,10,Oct 2001,9
"251",9003,"5",448,"2001",4,381,1.14824447950751e-316,353,"",2,5070,11,Nov 2001,9
"252",9003,"5",448,"2001",4,381,1.14824447950751e-316,353,"",3,5325,12,Dec 2001,9
"253",9003,"5",448,"2002",1,387,1.13157262954111e-316,359,"",1,5085,1,Jan 2002,9
"254",9003,"5",448,"2002",1,387,1.13157262954111e-316,359,"",2,4791,2,Feb 2002,9
"255",9003,"5",448,"2002",1,387,1.13157262954111e-316,359,"",3,4854,3,Mar 2002,9
"256",9003,"5",448,"2002",2,385,1.11128634352944e-316,360,"",1,4737,4,Apr 2002,9
"257",9003,"5",448,"2002",2,385,1.11128634352944e-316,360,"",2,4724,5,May 2002,9
"258",9003,"5",448,"2002",2,385,1.11128634352944e-316,360,"",3,4947,6,Jun 2002,9
"259",9003,"5",448,"2002",3,381,1.15492889125635e-316,361,"",1,4982,7,Jul 2002,9
"260",9003,"5",448,"2002",3,381,1.15492889125635e-316,361,"",2,5081,8,Aug 2002,9
"261",9003,"5",448,"2002",3,381,1.15492889125635e-316,361,"",3,4873,9,Sep 2002,9
"262",9003,"5",448,"2002",4,377,1.29510445519596e-316,386,"",1,4856,10,Oct 2002,9
"263",9003,"5",448,"2002",4,377,1.29510445519596e-316,386,"",2,5260,11,Nov 2002,9
"264",9003,"5",448,"2002",4,377,1.29510445519596e-316,386,"",3,5542,12,Dec 2002,9
"265",9003,"5",448,"2003",1,369,1.01915248782731e-316,346,"",1,4781,1,Jan 2003,9
"266",9003,"5",448,"2003",1,369,1.01915248782731e-316,346,"",2,4521,2,Feb 2003,9
"267",9003,"5",448,"2003",1,369,1.01915248782731e-316,346,"",3,4474,3,Mar 2003,9
"268",9003,"5",448,"2003",2,368,1.02566605167583e-316,346,"",1,4516,4,Apr 2003,9
"269",9003,"5",448,"2003",2,368,1.02566605167583e-316,346,"",2,4576,5,May 2003,9
"270",9003,"5",448,"2003",2,368,1.02566605167583e-316,346,"",3,4752,6,Jun 2003,9
"271",9003,"5",448,"2003",3,366,1.05536414002109e-316,358,"",1,4588,7,Jul 2003,9
"272",9003,"5",448,"2003",3,366,1.05536414002109e-316,358,"",2,4638,8,Aug 2003,9
"273",9003,"5",448,"2003",3,366,1.05536414002109e-316,358,"",3,4549,9,Sep 2003,9
"274",9003,"5",448,"2003",4,366,1.15822396326816e-316,362,"",1,4653,10,Oct 2003,9
"275",9003,"5",448,"2003",4,366,1.15822396326816e-316,362,"",2,5009,11,Nov 2003,9
"276",9003,"5",448,"2003",4,366,1.15822396326816e-316,362,"",3,5301,12,Dec 2003,9
"277",9003,"5",448,"2004",1,368,1.09004804242479e-316,360,"",1,4883,1,Jan 2004,9
"278",9003,"5",448,"2004",1,368,1.09004804242479e-316,360,"",2,4653,2,Feb 2004,9
